交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2021/3/25,TXO,202105,16000,賣權,520,520,435,450,34,450,131,440,456,845,339,,一般
2021/3/25,TXO,202105,16000,賣權,475,475,470,470,4,-,-,452,900,845,339,,盤後
2021/3/25,TXO,202105,16100,買權,340,400,308,370,34,370,122,365,385,630,308,,一般
2021/3/25,TXO,202105,16100,買權,360,370,360,370,8,-,-,50,-,630,350,,盤後
2021/3/25,TXO,202105,16100,賣權,560,560,485,485,21,491,64,485,505,775,410,,一般
2021/3/25,TXO,202105,16100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,16200,買權,300,335,300,320,14,320,85,316,333,670,300,,一般
2021/3/25,TXO,202105,16200,買權,314,315,314,315,3,-,-,43,338,670,302,,盤後
2021/3/25,TXO,202105,16200,賣權,595,595,595,595,2,540,89,535,560,780,423,,一般
2021/3/25,TXO,202105,16200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,16300,買權,235,296,228,274,35,274,203,271,291,720,228,,一般
2021/3/25,TXO,202105,16300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,16300,賣權,650,650,585,585,21,595,72,590,615,1000,473,,一般
2021/3/25,TXO,202105,16300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,16400,買權,208,255,194,229,210,240,356,233,247,600,194,,一般
2021/3/25,TXO,202105,16400,買權,227,235,227,231,5,-,-,55,249,600,223,,盤後
2021/3/25,TXO,202105,16400,賣權,-,-,-,-,0,660,34,-,-,-,-,,一般
2021/3/25,TXO,202105,16400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,16500,買權,173,219,163,201,231,201,438,197,211,545,163,,一般
2021/3/25,TXO,202105,16500,買權,191,201,191,194,9,-,-,39.5,198,545,187,,盤後
2021/3/25,TXO,202105,16500,賣權,730,730,725,725,2,725,63,585,740,840,620,,一般
2021/3/25,TXO,202105,16500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,16600,買權,143,193,140,172,58,172,173,165,172,520,140,,一般
2021/3/25,TXO,202105,16600,買權,157,171,157,163,18,-,-,24.5,204,520,157,,盤後
2021/3/25,TXO,202105,16600,賣權,890,890,865,865,2,790,45,655,810,890,625,,一般
2021/3/25,TXO,202105,16600,賣權,855,865,855,865,2,-,-,760,-,870,625,,盤後
2021/3/25,TXO,202105,16700,買權,125,149,109,144,36,144,170,135,145,555,109,,一般
2021/3/25,TXO,202105,16700,買權,135,135,135,135,2,-,-,89,172,555,132,,盤後
2021/3/25,TXO,202105,16700,賣權,-,-,-,-,0,865,21,-,-,-,-,,一般
2021/3/25,TXO,202105,16700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,16800,買權,95,128,90,116,55,116,326,111,125,411,90,,一般
2021/3/25,TXO,202105,16800,買權,114,116,114,116,6,-,-,82,134,411,110,,盤後
2021/3/25,TXO,202105,16800,賣權,-,-,-,-,0,935,19,-,-,-,-,,一般
2021/3/25,TXO,202105,16800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,16900,買權,78,107,78,97,41,97,471,94,99,377,64,,一般
2021/3/25,TXO,202105,16900,買權,93,93,85,85,2,-,-,79,100,377,64,,盤後
2021/3/25,TXO,202105,16900,賣權,-,-,-,-,0,1020,0,-,-,-,-,,一般
2021/3/25,TXO,202105,16900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17000,買權,70,87,63,81,38,81,228,73,82,227,61,,一般
2021/3/25,TXO,202105,17000,買權,76,80,61,77,11,-,-,66,82,227,61,,盤後
2021/3/25,TXO,202105,17000,賣權,-,-,-,-,0,1100,2,-,-,-,-,,一般
2021/3/25,TXO,202105,17000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17100,買權,55,69,55,64,12,64,227,58,71,290,43,,一般
2021/3/25,TXO,202105,17100,買權,63,63,55,55,6,-,-,16,55,290,43,,盤後
2021/3/25,TXO,202105,17100,賣權,-,-,-,-,0,1180,0,-,-,-,-,,一般
2021/3/25,TXO,202105,17100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17200,買權,46,58,45.5,54,19,54,133,50,56,301,45.5,,一般
2021/3/25,TXO,202105,17200,買權,52,52,50,50,3,-,-,34.5,55,301,50,,盤後
2021/3/25,TXO,202105,17200,賣權,-,-,-,-,0,1270,0,-,-,-,-,,一般
2021/3/25,TXO,202105,17200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17300,買權,39.5,47,34,40,25,40,93,39.5,46,253,20,,一般
2021/3/25,TXO,202105,17300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17300,賣權,-,-,-,-,0,1360,0,-,-,-,-,,一般
2021/3/25,TXO,202105,17300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17400,買權,32,37,32,37,29,33.5,156,30,36.5,248,8,,一般
2021/3/25,TXO,202105,17400,買權,36,36,30,30,4,-,-,30,38,248,8,,盤後
2021/3/25,TXO,202105,17400,賣權,-,-,-,-,0,1450,0,-,-,-,-,,一般
2021/3/25,TXO,202105,17400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17500,買權,25.5,28.5,25.5,28.5,11,28.5,271,24,32.5,219,25,,一般
2021/3/25,TXO,202105,17500,買權,28.5,28.5,25,25,5,-,-,24.5,72,219,25,,盤後
2021/3/25,TXO,202105,17500,賣權,-,-,-,-,0,1550,1,-,-,-,-,,一般
2021/3/25,TXO,202105,17500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17600,買權,25.5,25.5,19,23,4,23,140,19,29.5,213,19,,一般
2021/3/25,TXO,202105,17600,買權,22.5,22.5,22.5,22.5,2,-,-,9.1,40,213,22.5,,盤後
2021/3/25,TXO,202105,17600,賣權,-,-,-,-,0,1640,0,-,-,-,-,,一般
2021/3/25,TXO,202105,17600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17700,買權,15.5,21,15.5,20.5,42,20.5,78,15.5,25.5,110,15.5,,一般
2021/3/25,TXO,202105,17700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17700,賣權,-,-,-,-,0,1740,0,-,-,-,-,,一般
2021/3/25,TXO,202105,17700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17800,買權,-,-,-,-,0,18,115,-,-,-,-,,一般
2021/3/25,TXO,202105,17800,買權,17,17,17,17,4,-,-,9.1,18,60,17,,盤後
2021/3/25,TXO,202105,17800,賣權,-,-,-,-,0,1840,0,-,-,-,-,,一般
2021/3/25,TXO,202105,17800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17900,買權,14.5,14.5,14.5,14.5,3,14.5,19,12,20.5,138,14.5,,一般
2021/3/25,TXO,202105,17900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,17900,賣權,-,-,-,-,0,1930,0,-,-,-,-,,一般
2021/3/25,TXO,202105,17900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18000,買權,13.5,13.5,13,13,11,13,103,10.5,14,120,12.5,,一般
2021/3/25,TXO,202105,18000,買權,12.5,13,12.5,13,2,-,-,3.5,14,120,12.5,,盤後
2021/3/25,TXO,202105,18000,賣權,-,-,-,-,0,2030,0,-,-,-,-,,一般
2021/3/25,TXO,202105,18000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18100,買權,9.1,10.5,9.1,10.5,10,12,54,11,13,61,9.1,,一般
2021/3/25,TXO,202105,18100,買權,11,11.5,11,11.5,4,-,-,3.1,17,61,11,,盤後
2021/3/25,TXO,202105,18100,賣權,-,-,-,-,0,2130,0,-,-,-,-,,一般
2021/3/25,TXO,202105,18100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18200,買權,8.2,8.2,8.2,8.2,5,10,46,8.3,12,76,8.2,,一般
2021/3/25,TXO,202105,18200,買權,10,10,10,10,1,-,-,2.5,13,76,10,,盤後
2021/3/25,TXO,202105,18200,賣權,-,-,-,-,0,2230,0,-,-,-,-,,一般
2021/3/25,TXO,202105,18200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18300,買權,9.7,9.7,9.7,9.7,1,9.7,52,7.9,11,48,8,,一般
2021/3/25,TXO,202105,18300,買權,8,8.5,8,8.5,85,-,-,6.5,60,48,8,,盤後
2021/3/25,TXO,202105,18300,賣權,-,-,-,-,0,2330,0,-,-,-,-,,一般
2021/3/25,TXO,202105,18300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18400,買權,8.8,8.8,6.6,6.6,21,6.6,199,6.7,13.5,29,6.6,,一般
2021/3/25,TXO,202105,18400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18400,賣權,-,-,-,-,0,2430,0,-,-,-,-,,一般
2021/3/25,TXO,202105,18400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18500,買權,-,-,-,-,0,6.5,31,-,-,-,-,,一般
2021/3/25,TXO,202105,18500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18500,賣權,-,-,-,-,0,2530,0,-,-,-,-,,一般
2021/3/25,TXO,202105,18500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18600,買權,4.8,6.3,4.8,6.3,26,6.3,16,6.3,12.5,62,4.8,,一般
2021/3/25,TXO,202105,18600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18600,賣權,-,-,-,-,0,2630,0,-,-,-,-,,一般
2021/3/25,TXO,202105,18600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18700,買權,-,-,-,-,0,6.3,4,-,-,-,-,,一般
2021/3/25,TXO,202105,18700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18700,賣權,-,-,-,-,0,2730,0,-,-,-,-,,一般
2021/3/25,TXO,202105,18700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18800,買權,5.6,6.4,5.6,6.4,7,6.3,18,4.1,11,120,5.6,,一般
2021/3/25,TXO,202105,18800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18800,賣權,-,-,-,-,0,2830,0,-,-,-,-,,一般
2021/3/25,TXO,202105,18800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18900,買權,-,-,-,-,0,6.2,3,-,-,-,-,,一般
2021/3/25,TXO,202105,18900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,18900,賣權,-,-,-,-,0,2930,0,-,-,-,-,,一般
2021/3/25,TXO,202105,18900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,19000,買權,4.8,4.8,4.8,4.8,1,6,30,4.9,7,290,4.8,,一般
2021/3/25,TXO,202105,19000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,19000,賣權,-,-,-,-,0,3020,0,-,-,-,-,,一般
2021/3/25,TXO,202105,19000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,9600,買權,-,-,-,-,0,6330,0,-,-,-,-,,一般
2021/3/25,TXO,202106,9600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,9600,賣權,7.2,9.6,7.2,9.6,4,9.6,2350,8.5,9.7,272,7.2,,一般
2021/3/25,TXO,202106,9600,賣權,9.3,10,9.3,9.9,4,-,-,8,11.5,272,7.8,,盤後
2021/3/25,TXO,202106,9800,買權,-,-,-,-,0,6130,10,-,-,-,-,,一般
2021/3/25,TXO,202106,9800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,9800,賣權,-,-,-,-,0,9.8,1363,-,-,-,-,,一般
2021/3/25,TXO,202106,9800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,10000,買權,-,-,-,-,0,5930,52,-,-,-,-,,一般
2021/3/25,TXO,202106,10000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,10000,賣權,9.1,9.1,9.1,9.1,3,10,668,10,13,351,8.3,,一般
2021/3/25,TXO,202106,10000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,10200,買權,-,-,-,-,0,5730,0,-,-,-,-,,一般
2021/3/25,TXO,202106,10200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,10200,賣權,12,12,12,12,1,12,479,10,24.5,395,11,,一般
2021/3/25,TXO,202106,10200,賣權,27,27,27,27,2,-,-,8,200,395,11,,盤後
2021/3/25,TXO,202106,10400,買權,-,-,-,-,0,5530,0,-,-,-,-,,一般
2021/3/25,TXO,202106,10400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,10400,賣權,-,-,-,-,0,13.5,339,-,-,-,-,,一般
2021/3/25,TXO,202106,10400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,10600,買權,-,-,-,-,0,5330,0,-,-,-,-,,一般
2021/3/25,TXO,202106,10600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,10600,賣權,-,-,-,-,0,15,107,-,-,-,-,,一般
2021/3/25,TXO,202106,10600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,10800,買權,-,-,-,-,0,5130,17,-,-,-,-,,一般
2021/3/25,TXO,202106,10800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,10800,賣權,18,18,17,17,10,17,197,3.9,27,515,12,,一般
2021/3/25,TXO,202106,10800,賣權,18,18,18,18,2,-,-,8.2,80,515,12,,盤後
2021/3/25,TXO,202106,11000,買權,-,-,-,-,0,4940,0,-,-,-,-,,一般
2021/3/25,TXO,202106,11000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,11000,賣權,23,23,19,19,27,19,706,16,28.5,610,14,,一般
2021/3/25,TXO,202106,11000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,11200,買權,-,-,-,-,0,4740,0,-,-,-,-,,一般
2021/3/25,TXO,202106,11200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,11200,賣權,15,15,15,15,1,20,178,16,29.5,620,15,,一般
2021/3/25,TXO,202106,11200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,11400,買權,-,-,-,-,0,4540,0,-,-,-,-,,一般
2021/3/25,TXO,202106,11400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,11400,賣權,-,-,-,-,0,21.5,188,-,-,-,-,,一般
2021/3/25,TXO,202106,11400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,11600,買權,-,-,-,-,0,4340,0,-,-,-,-,,一般
2021/3/25,TXO,202106,11600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,11600,賣權,-,-,-,-,0,22.5,103,-,-,-,-,,一般
2021/3/25,TXO,202106,11600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,11800,買權,-,-,-,-,0,4140,1,-,-,-,-,,一般
2021/3/25,TXO,202106,11800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,11800,賣權,24,24,24,24,1,24,273,24.5,37,840,23,,一般
2021/3/25,TXO,202106,11800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,12000,買權,-,-,-,-,0,3950,50,-,-,-,-,,一般
2021/3/25,TXO,202106,12000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,12000,賣權,30,30,29.5,29.5,3,29.5,582,25.5,39.5,950,25.5,,一般
2021/3/25,TXO,202106,12000,賣權,30.5,30.5,30.5,30.5,1,-,-,21.5,40,950,25.5,,盤後
2021/3/25,TXO,202106,12200,買權,-,-,-,-,0,3750,31,-,-,-,-,,一般
2021/3/25,TXO,202106,12200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,12200,賣權,-,-,-,-,0,32.5,174,-,-,-,-,,一般
2021/3/25,TXO,202106,12200,賣權,34,34,34,34,1,-,-,29.5,-,1040,30,,盤後
2021/3/25,TXO,202106,12400,買權,-,-,-,-,0,3560,51,-,-,-,-,,一般
2021/3/25,TXO,202106,12400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,12400,賣權,-,-,-,-,0,36,213,-,-,-,-,,一般
2021/3/25,TXO,202106,12400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,12600,買權,-,-,-,-,0,3360,45,-,-,-,-,,一般
2021/3/25,TXO,202106,12600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,12600,賣權,-,-,-,-,0,40,154,-,-,-,-,,一般
2021/3/25,TXO,202106,12600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,12800,買權,-,-,-,-,0,3170,48,-,-,-,-,,一般
2021/3/25,TXO,202106,12800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,12800,賣權,48.5,48.5,44.5,44.5,5,44.5,199,35,58,1390,36,,一般
2021/3/25,TXO,202106,12800,賣權,44,44,44,44,1,-,-,44,60,1390,36,,盤後
2021/3/25,TXO,202106,13000,買權,2820,2950,2820,2950,4,2980,118,2940,3090,3290,330,,一般
2021/3/25,TXO,202106,13000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13000,賣權,55,55,55,55,12,55,427,40,65,1170,45,,一般
2021/3/25,TXO,202106,13000,賣權,62,62,61,61,2,-,-,53,62,1170,45,,盤後
2021/3/25,TXO,202106,13200,買權,-,-,-,-,0,2790,93,-,-,-,-,,一般
2021/3/25,TXO,202106,13200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13200,賣權,-,-,-,-,0,66,329,-,-,-,-,,一般
2021/3/25,TXO,202106,13200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13400,買權,-,-,-,-,0,2600,41,-,-,-,-,,一般
2021/3/25,TXO,202106,13400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13400,賣權,-,-,-,-,0,79,73,-,-,-,-,,一般
2021/3/25,TXO,202106,13400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13600,買權,-,-,-,-,0,2420,129,-,-,-,-,,一般
2021/3/25,TXO,202106,13600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13600,賣權,-,-,-,-,0,95,331,-,-,-,-,,一般
2021/3/25,TXO,202106,13600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13700,買權,-,-,-,-,0,2320,0,-,-,-,-,,一般
2021/3/25,TXO,202106,13700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13700,賣權,-,-,-,-,0,100,2,-,-,-,-,,一般
2021/3/25,TXO,202106,13700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13800,買權,-,-,-,-,0,2230,37,-,-,-,-,,一般
2021/3/25,TXO,202106,13800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13800,賣權,106,106,105,105,4,105,371,88,111,1520,78,,一般
2021/3/25,TXO,202106,13800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13900,買權,-,-,-,-,0,2130,0,-,-,-,-,,一般
2021/3/25,TXO,202106,13900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,13900,賣權,109,109,109,109,1,109,123,40.5,119,115,83,,一般
2021/3/25,TXO,202106,13900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14000,買權,-,-,-,-,0,2040,77,-,-,-,-,,一般
2021/3/25,TXO,202106,14000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14000,賣權,127,127,127,127,1,118,1117,110,127,1060,96,,一般
2021/3/25,TXO,202106,14000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14100,買權,-,-,-,-,0,1950,0,-,-,-,-,,一般
2021/3/25,TXO,202106,14100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14100,賣權,-,-,-,-,0,127,0,-,-,-,-,,一般
2021/3/25,TXO,202106,14100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14200,買權,-,-,-,-,0,1860,80,-,-,-,-,,一般
2021/3/25,TXO,202106,14200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14200,賣權,-,-,-,-,0,138,299,-,-,-,-,,一般
2021/3/25,TXO,202106,14200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14300,買權,-,-,-,-,0,1770,0,-,-,-,-,,一般
2021/3/25,TXO,202106,14300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14300,賣權,-,-,-,-,0,149,0,-,-,-,-,,一般
2021/3/25,TXO,202106,14300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14400,買權,-,-,-,-,0,1680,52,-,-,-,-,,一般
2021/3/25,TXO,202106,14400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14400,賣權,-,-,-,-,0,161,89,-,-,-,-,,一般
2021/3/25,TXO,202106,14400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14500,買權,-,-,-,-,0,1600,0,-,-,-,-,,一般
2021/3/25,TXO,202106,14500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14500,賣權,-,-,-,-,0,174,0,-,-,-,-,,一般
2021/3/25,TXO,202106,14500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14600,買權,-,-,-,-,0,1510,28,-,-,-,-,,一般
2021/3/25,TXO,202106,14600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14600,賣權,-,-,-,-,0,188,236,-,-,-,-,,一般
2021/3/25,TXO,202106,14600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14700,買權,-,-,-,-,0,1430,1,-,-,-,-,,一般
2021/3/25,TXO,202106,14700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14700,賣權,232,232,203,203,4,203,15,202,220,243,185,,一般
2021/3/25,TXO,202106,14700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14800,買權,-,-,-,-,0,1350,37,-,-,-,-,,一般
2021/3/25,TXO,202106,14800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14800,賣權,-,-,-,-,0,222,83,-,-,-,-,,一般
2021/3/25,TXO,202106,14800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14900,買權,-,-,-,-,0,1270,0,-,-,-,-,,一般
2021/3/25,TXO,202106,14900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,14900,賣權,240,242,240,242,3,242,9,124,256,253,200,,一般
2021/3/25,TXO,202106,14900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,15000,買權,1140,1150,1140,1150,4,1190,102,1160,1210,1600,41.5,,一般
2021/3/25,TXO,202106,15000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,15000,賣權,265,267,260,267,6,267,718,139,278,910,213,,一般
2021/3/25,TXO,202106,15000,賣權,278,278,278,278,2,-,-,82,-,910,213,,盤後
2021/3/25,TXO,202106,15100,買權,-,-,-,-,0,1110,0,-,-,-,-,,一般
2021/3/25,TXO,202106,15100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,15100,賣權,-,-,-,-,0,281,4,-,-,-,-,,一般
2021/3/25,TXO,202106,15100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,15200,買權,-,-,-,-,0,1020,4,-,-,-,-,,一般
2021/3/25,TXO,202106,15200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,15200,賣權,297,297,297,297,20,297,87,251,326,970,277,,一般
2021/3/25,TXO,202106,15200,賣權,313,315,313,315,37,-,-,205,-,970,277,,盤後
2021/3/25,TXO,202106,15300,買權,975,975,975,975,20,945,20,935,975,975,975,,一般
2021/3/25,TXO,202106,15300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,15300,賣權,376,379,323,323,59,323,35,319,353,379,323,,一般
2021/3/25,TXO,202106,15300,賣權,365,365,363,363,24,-,-,112,-,365,363,,盤後
2021/3/25,TXO,202106,15400,買權,-,-,-,-,0,875,56,-,-,-,-,,一般
2021/3/25,TXO,202106,15400,買權,880,880,880,880,1,-,-,177,-,1160,41.5,,盤後
2021/3/25,TXO,202106,15400,賣權,352,352,352,352,20,352,94,350,383,1070,313,,一般
2021/3/25,TXO,202106,15400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,15500,買權,840,840,840,840,20,810,22,795,980,935,785,,一般
2021/3/25,TXO,202106,15500,買權,815,815,800,800,2,-,-,155,-,935,785,,盤後
2021/3/25,TXO,202106,15500,賣權,384,384,384,384,20,384,22,221,415,423,365,,一般
2021/3/25,TXO,202106,15500,賣權,423,423,423,423,1,-,-,132,-,423,365,,盤後
2021/3/25,TXO,202106,15600,買權,-,-,-,-,0,750,1675,-,-,-,-,,一般
2021/3/25,TXO,202106,15600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,15600,賣權,488,488,418,418,31,425,1933,425,451,1180,375,,一般
2021/3/25,TXO,202106,15600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202106,15700,買權,710,710,710,710,20,680,21,670,705,735,645,,一般
